League,Home_Team,Away_Team,Home_FH,Away_FH,Home_Result,Away_Result,Odds_Home,Odds_Draw,Odds_Away,Alt-Ust
J League Div 2,Tokyo Verdy , Machida Zelvia,1,0,2,1,3.2,2.9,2.15,UST
J League Div 2,Fagiano Okayama , FC Yokohama,1,0,1,1,2.5,3.0,2.55,UST
K League,Suwon City , Daegu,2,2,4,3,2.2,2.9,3.1,UST
Mexican League,Pachuca , Cruz Azul,1,0,1,0,1.9,3.0,3.8,ALT
US Soccer League,Real Salt Lake , Nashville SC,1,1,2,1,2.55,2.7,2.75,UST
Mexican League,Tigres UANL , Monterrey,0,0,2,0,2.2,2.95,3.05,ALT
US Soccer League,FC Dallas , Portland T,3,0,4,1,1.82,3.4,3.6,UST
US Soccer League,Houston Dynamo , Colorado Rapids,0,1,1,1,2.15,3.1,3.0,UST
US Soccer League,Minnesota Utd , San Jose Quakes,1,0,1,0,1.67,3.6,4.0,ALT
Chilean League,Cobresal , Coquimbo Unido,0,1,2,1,1.58,3.5,5.0,UST
US Soccer League,Charlotte FC , NE Revolution,1,0,3,1,2.9,3.3,2.1,UST
Mexican League,UNAM Mexico , Necaxa,0,2,1,3,2.05,3.05,3.3,UST
US Soccer League,Chicago Fire , Sporting KC,1,0,3,1,1.63,3.5,4.5,UST
Chilean League,O'Higgins , Univ Catolica,2,0,2,1,3.2,3.2,2.0,UST
Spanish League,Vallecano , Atletico Madrid,0,0,0,1,3.6,3.0,1.92,ALT
French League,Nantes , Lille,0,1,0,1,2.4,2.85,2.8,ALT
Dutch League,Nijmegen , Sparta Rotterdam,0,0,0,0,2.25,3.0,2.9,ALT
US Soccer League,Atlanta Utd , Montreal Impact,1,3,3,3,1.72,3.4,4.0,UST
Italian League,Cagliari , Milan,0,0,0,1,4.5,3.6,1.6,ALT
US Soccer League,LA Galaxy , Orlando City,0,1,0,1,1.75,3.3,3.9,ALT
Dutch League,Twente Enschede , Zwolle,1,0,1,0,1.53,3.7,5.2,ALT
US Soccer League,Toronto FC , DC United,1,1,2,1,2.2,3.2,2.8,UST
Norwegian Cup,Sandnes Ulf , Stromsgodset,0,1,0,4,2.7,3.3,2.2,UST
Dutch League,Go Ahead Eagles , Cambuur,2,0,3,0,1.9,3.3,3.4,UST
Spanish League,Osasuna , Levante,1,0,3,1,1.77,3.2,4.0,UST
German League,Bayern Munich , Union Berlin,3,0,4,0,1.1,8.5,13.0,UST
English Cup,Middlesbrough , Chelsea,0,2,0,2,6.0,3.9,1.45,UST
Italian League,Inter , Fiorentina,0,0,1,1,1.42,4.1,6.0,ALT
US Soccer League,NY City FC , Philadelphia U,0,2,0,2,1.72,3.4,4.1,UST
US Soccer League,FC Cincinnati , Inter Miami,2,1,3,1,2.0,3.3,3.1,UST
French League,Lens , Clermont,2,1,3,1,1.67,3.5,4.2,UST
Spanish League,Elche , Valencia,0,0,0,1,2.55,2.85,2.65,ALT
Norwegian Cup,KFUM Kameratene , Viking FK,0,2,0,5,5.5,4.0,1.45,UST
English League Champ,Reading , Blackburn,0,0,1,0,3.0,2.9,2.25,ALT
English League Champ,Bristol City , West Bromwich,1,0,2,2,3.7,3.3,1.82,UST
English League Champ,Stoke City , Millwall,1,0,2,0,2.15,2.85,3.2,UST
English League Champ,Hull City , Luton,0,1,1,3,2.65,2.9,2.5,UST
English League Champ,Huddersfield , Bournemouth,0,2,0,3,2.95,3.1,2.15,UST
English League Champ,Swansea , Birmingham,0,0,0,0,1.82,3.3,3.7,ALT
English League One (Account Only),Rotherham , Shrewsbury,0,1,0,3,1.77,3.1,4.2,UST
English League One (Account Only),Fleetwood , Doncaster,0,0,0,0,2.03,3.05,3.3,ALT
English League One (Account Only),Plymouth , Accrington,2,0,4,0,1.87,3.3,3.5,UST
English League One (Account Only),Portsmouth , Wycombe,0,0,0,0,2.3,3.05,2.8,ALT
English League One (Account Only),Lincoln City , Sunderland,0,0,0,0,3.2,3.2,2.0,ALT
English League One (Account Only),Gillingham , Sheffield Wed,0,0,0,0,6.0,3.9,1.45,ALT
English League One (Account Only),Wigan , Morecambe,2,0,4,1,1.48,3.7,6.0,UST
English League One (Account Only),Cambridge , MK Dons,0,0,0,1,3.8,3.1,1.87,ALT
English League One (Account Only),Oxford United , Ipswich,0,0,1,1,2.65,2.95,2.45,ALT
English League One (Account Only),Charlton , Burton Albion,2,0,2,0,2.0,3.2,3.2,UST
English League One (Account Only),Crewe Alexandra , Bolton,0,0,0,1,4.5,3.6,1.6,ALT
English League One (Account Only),Cheltenham , AFC Wimbledon,0,1,3,1,1.9,3.1,3.6,UST
Swedish Cup,Hammarby , Elfsborg,1,0,1,0,2.03,3.4,2.95,ALT
German League,Hertha Berlin , Hoffenheim,1,0,3,0,3.1,3.5,1.92,UST
German League,Greuther Furth , Freiburg,0,0,0,0,4.5,3.8,1.58,ALT
German League,Mainz , Bielefeld,1,0,4,0,1.45,3.8,6.5,UST
German League,Stuttgart , Augsburg,1,2,3,2,1.7,3.4,4.2,UST
Italian League,Napoli , Udinese,0,1,2,1,1.48,3.8,5.5,UST
Spanish League,Alaves , Granada,0,0,2,3,1.92,3.0,3.7,UST
English Premier,Aston Villa , Arsenal,0,1,0,1,3.1,3.4,1.97,ALT
English League Champ,Derby , Coventry,0,1,1,1,2.7,2.85,2.5,UST
English League Champ,Sheffield Utd , Barnsley,0,0,2,0,1.45,3.9,6.0,ALT
A League,Perth Glory , Brisbane Roar,0,1,1,4,2.25,3.1,2.8,UST
K League,Jeonbuk , Sangmu,0,1,1,1,1.8,3.2,3.8,UST
S.League,Tanjong Pagar , Geylang,0,0,1,1,1.8,3.7,3.3,ALT
S.League,Bal Khalsa , Young Lions,2,1,4,3,1.67,3.8,3.8,UST
A League,Sydney FC , Western United,1,0,3,0,1.77,3.5,3.8,UST
A League,Melbourne City , Melbourne Vict,1,1,1,1,1.75,3.5,3.8,UST
K League,Seoul , Jeju,0,2,1,2,3.9,3.0,1.87,UST
J League,Cerezo Osaka , C Sapporo,1,1,2,2,2.05,3.3,3.0,UST
J League Div 2,FC Ryukyu , Mito Hollyhock,1,1,1,2,2.6,3.1,2.4,UST
A League,Central Coast , Macarthur,1,1,4,2,2.6,3.1,2.4,UST
J League,Kashima Antlers , Shonan Bellmare,0,1,2,1,1.6,3.5,4.8,UST
J League,Urawa Reds , Jubilo Iwata,3,1,4,1,1.72,3.2,4.4,UST
J League,Shimizu S Pulse , Vissel Kobe,0,0,0,0,3.1,3.0,2.15,ALT
J League,S Hiroshima , Kawasaki F,0,0,0,2,3.0,3.0,2.2,ALT
J League,Kyoto Sanga , FC Tokyo,0,0,0,1,3.5,3.05,1.97,ALT
J League,Gamba Osaka , Avispa Fukuoka,0,1,2,3,2.75,2.8,2.5,UST
J League Div 2,Oita Trinita , R Yamaguchi,0,0,1,1,2.25,2.9,3.0,ALT
J League Div 2,Albirex Niigata , Ventforet Kofu,2,0,2,0,2.4,2.8,2.85,UST
K League,Suwon , Gangwon,0,1,2,2,2.2,2.75,3.3,UST
J League Div 2,Blaublitz Akita , Z Kanazawa,0,2,2,3,2.85,2.65,2.55,UST
J League Div 2,Omiya Ardija , Tokushima V,0,2,0,2,2.85,2.8,2.4,UST
Mexican League,Puebla , Santos Laguna,0,0,2,2,1.95,3.2,3.5,UST
Spanish League,Athletic Bilbao , Getafe,1,1,1,1,1.6,3.1,5.8,UST
Italian League,Genoa , Torino,1,0,1,0,2.85,2.85,2.35,ALT
French League,St Etienne , Troyes,0,1,1,1,1.85,3.05,3.9,UST
English Premier,Wolverhampton , Leeds,2,0,2,3,1.92,3.3,3.4,UST
German League,Bochum , Monchengladbach,0,0,3,1,2.65,3.2,2.3,UST
Dutch League,Heerenveen , Heracles,0,0,2,0,2.1,3.05,3.1,ALT
Italian League,Sassuolo , Spezia,1,1,4,1,1.72,3.6,3.8,UST
S.League,Albirex , L City Sailors,1,0,1,1,2.0,3.4,3.05,UST
S.League,Tampines , Hougang,3,0,7,1,1.63,3.7,4.1,UST
J League,Yokohama FM , Sagan Tosu,0,0,0,0,1.53,3.9,4.8,ALT
A League,Newcastle Jets , Wellington,0,0,4,0,2.1,3.3,3.05,UST
Mexican League,Queretaro , San Luis,0,0,2,1,2.7,2.7,2.6,UST
Chilean League,Univ de Chile , Curico Unido,0,0,1,1,2.4,2.95,2.75,ALT
UE Europe,West Ham , Sevilla,1,0,1,0,2.05,2.95,3.4,ALT
UE Europe,E Frankfurt , Real Betis,0,0,0,1,1.82,3.3,3.5,ALT
UE Europe,Lyon , Porto,1,1,1,1,1.87,3.4,3.4,UST
English Premier,Everton , Newcastle,0,0,1,0,2.35,2.95,2.8,ALT
UE Europe,Crvena Zvezda , Glasgow Rangers,1,0,2,1,2.15,3.4,2.9,UST
UE Europe,Monaco , Braga,0,1,1,1,1.35,4.5,7.0,UST
UE Europe,Galatasaray , Barcelona,1,1,1,2,7.5,4.5,1.33,UST
UE Europe,Leverkusen , Atalanta,0,0,0,1,2.2,3.3,2.7,ALT
English Premier,Arsenal , Liverpool,0,0,0,2,3.4,3.3,1.92,ALT
UE Champions,Juventus , Villarreal,0,0,0,3,1.87,3.2,3.6,UST
UE Champions,Lille , Chelsea,1,1,1,2,3.7,2.95,1.97,UST
English League Champ,Peterborough , Swansea,0,1,2,3,3.0,3.1,2.15,UST
English League Champ,Cardiff , Stoke City,2,1,2,1,2.4,2.9,2.75,UST
English League Champ,Blackpool , Sheffield Utd,0,0,0,0,2.95,3.05,2.2,ALT
English League Champ,Nottingham , QPR,0,1,3,1,1.67,3.5,4.0,UST
English League Champ,Luton , Preston,3,0,4,0,2.3,2.95,2.85,UST
English League Champ,Coventry , Hull City,0,2,0,2,1.5,3.7,5.5,UST
English League Champ,Millwall , Huddersfield,1,0,2,0,2.3,2.8,3.0,UST
English Premier,Brighton , Tottenham,0,1,0,2,3.8,3.3,1.8,UST
German League,Mainz , Dortmund,0,0,0,1,3.05,3.4,2.0,ALT
Indian S League,ATK Mohun Bagan , Hyderabad,0,0,1,0,2.25,3.3,2.65,ALT
A League,Adelaide , Western Sydney,1,1,1,2,2.05,3.5,2.9,UST
Mexican League,Monterrey , Juarez,0,0,3,0,1.5,4.0,5.0,UST
UE Champions,Ajax , Benfica,0,0,0,1,1.28,4.8,8.0,ALT
UE Champions,Manchester Utd , Atletico Madrid,0,1,0,1,1.85,3.2,3.7,ALT
English League Champ,West Bromwich , Fulham,0,0,1,0,3.2,3.3,1.97,ALT
English League Champ,Bournemouth , Reading,1,0,1,1,1.35,4.3,7.0,UST
English League Champ,Birmingham , Middlesbrough,0,1,0,2,3.5,3.2,1.9,UST
English League Champ,Blackburn , Derby,0,1,3,1,1.72,3.2,4.5,UST
English League Champ,Barnsley , Bristol City,2,0,2,0,2.2,3.1,2.85,UST
English League One (Account Only),Shrewsbury , Morecambe,1,0,5,0,1.8,3.05,4.2,UST
English League One (Account Only),Charlton , Gillingham,1,0,1,0,1.72,3.3,4.2,ALT
English League One (Account Only),Crewe Alexandra , Wigan,0,1,0,2,4.8,3.6,1.58,UST
English League One (Account Only),Plymouth , Portsmouth,0,0,1,0,2.45,2.95,2.65,ALT
English League One (Account Only),Rotherham , Lincoln City,2,0,2,1,1.4,4.0,7.0,UST
English League One (Account Only),Wycombe , Fleetwood,0,0,1,0,1.42,4.5,5.2,ALT
English League One (Account Only),Sheffield Wed , Accrington,0,0,1,1,1.48,4.0,5.2,ALT
Indian S League,Kerala Blasters , Jamshedpur,1,0,1,1,3.1,3.3,2.0,UST
A League,Perth Glory , Central Coast,0,0,0,0,2.2,3.1,2.95,ALT
Asian Champ,Daegu , Buriram PEA,0,0,0,0,1.6,3.6,4.5,ALT
J League Cup,Oita Trinita , Kashima Antlers,2,1,3,3,8.0,4.5,1.3,UST
J League Cup,FC Tokyo , Jubilo Iwata,0,0,0,0,1.58,3.4,5.2,ALT
Asian Champ,Ulsan , Thai Port,1,0,3,0,1.2,5.2,12.0,UST
Asian Champ,Vissel Kobe , Melbourne Vict,1,1,3,3,1.75,3.4,4.0,UST
Chilean League,Antofagasta , Colo Colo,0,0,0,1,4.8,3.5,1.6,ALT
Spanish League,Mallorca , Real Madrid,0,0,0,3,5.5,3.8,1.48,UST
English Premier,Crystal Palace , Manchester City,0,0,0,0,7.5,4.8,1.28,ALT
Italian League,Lazio , Venezia,0,0,1,0,1.28,4.8,8.0,ALT
Swedish Cup,Malmo , AIK Stockholm,0,0,2,2,1.95,3.1,3.6,UST
Mexican League,Santos Laguna , Tijuana,1,0,4,0,2.05,3.1,3.2,UST
Chilean League,Audax Italiano , Palestino Chile,1,0,3,1,2.8,3.0,2.3,UST
US Soccer League,NY Red Bulls , Minnesota Utd,0,0,0,1,1.55,3.6,5.0,ALT
Mexican League,San Luis , Puebla,1,0,2,1,2.55,2.8,2.65,UST
Chilean League,Curico Unido , O'Higgins,4,0,5,0,2.05,3.0,3.3,UST
US Soccer League,Atlanta Utd , Charlotte FC,0,0,2,1,1.45,3.9,5.8,UST
Spanish League,Barcelona , Osasuna,3,0,4,0,1.28,4.8,8.5,UST
Italian League,Torino , Inter,1,0,1,1,4.2,3.4,1.7,UST
French League,Brest , Marseille,0,1,1,4,3.5,3.2,1.9,UST
Norwegian Cup,Molde , Odd BK,0,1,1,1,1.27,5.2,8.0,UST
Dutch League,Alkmaar , Twente Enschede,0,0,0,1,1.82,3.2,3.8,ALT
German League,Greuther Furth , RB Leipzig,1,4,1,6,8.0,4.8,1.28,UST
Mexican League,Toluca , Pachuca,0,1,0,3,3.7,3.3,1.82,UST
Spanish League,Sociedad , Alaves,0,0,1,0,1.58,3.4,5.2,ALT
Italian League,Udinese , Roma,1,0,1,1,2.95,3.1,2.15,UST
Italian League,Atalanta , Genoa,0,0,0,0,1.28,4.8,8.5,ALT
German League,E Frankfurt , Bochum,0,1,2,1,1.53,3.8,5.2,UST
German League,Dortmund , Bielefeld,1,0,1,0,1.3,4.8,8.0,ALT
English Premier,Arsenal , Leicester,1,0,2,0,1.37,4.4,6.5,UST
French League,Lyon , Rennes,0,3,2,4,1.95,3.4,3.3,UST
Norwegian Cup,Asane , Sarpsborg,0,5,0,5,5.0,3.4,1.6,UST
Dutch League,Zwolle , Feyenoord,1,0,1,2,6.0,4.0,1.45,UST
Swedish Cup,Hammarby , Norrkoping,1,2,3,2,1.95,3.5,3.1,UST
Spanish League,Real Betis , Athletic Bilbao,1,0,1,0,2.35,3.0,2.75,ALT
German League,Leverkusen , Cologne,0,0,0,1,1.6,3.8,4.3,ALT
Italian League,Verona , Napoli,0,1,1,2,3.4,3.1,2.0,UST
French League,Angers SCO , Reims,0,1,0,1,2.25,2.6,3.5,ALT
French League,Strasbourg , Monaco,1,0,1,0,2.45,3.0,2.6,ALT
French League,Clermont , Lorient,0,0,0,2,2.1,2.95,3.2,ALT
French League,Metz , Lens,0,0,0,0,4.7,3.5,1.6,ALT
English Premier,Everton , Wolverhampton,0,0,0,1,1.97,3.0,3.5,ALT
English Premier,Southampton , Watford,1,2,1,2,1.55,3.8,4.7,UST
English Premier,Leeds , Norwich,1,0,2,1,1.55,3.7,4.8,UST
English Premier,Chelsea , Newcastle,0,0,1,0,1.37,4.2,7.0,ALT
English Premier,West Ham , Aston Villa,0,0,2,1,2.35,3.05,2.7,UST
Dutch League,Heracles , Vitesse Arnhem,0,0,0,0,1.97,3.2,3.3,ALT
Dutch League,Utrecht , PSV,0,0,0,1,4.1,3.9,1.6,ALT
Spanish League,Vallecano , Sevilla,0,0,1,1,3.1,3.05,2.1,ALT
Swedish Cup,Elfsborg , IFK Gothenburg,0,0,1,0,1.5,4.1,4.8,ALT
English League Champ,Luton , QPR,1,0,1,2,1.95,3.0,3.6,UST
French League,Paris SG , Bordeaux,1,0,3,0,1.1,8.5,12.0,UST
Italian League,Fiorentina , Bologna,0,0,1,0,1.53,3.7,5.0,ALT
Dutch League,Fortuna Sittard , Willem II,0,0,1,0,2.1,3.05,3.1,ALT
S.League,L City Sailors , Tampines,0,0,1,0,1.37,4.5,6.0,ALT
A League,Adelaide , Newcastle Jets,1,0,2,1,1.72,3.7,3.9,UST
K League,Gangwon , Suwon City,0,1,0,2,2.35,2.95,2.8,UST
J League,Sagan Tosu , Urawa Reds,0,0,1,0,3.5,2.95,2.0,ALT
J League Div 2,Thespa Kusatsu , Tokyo Verdy,0,0,0,1,3.05,2.95,2.2,ALT
J League Div 2,Tochigi SC , Omiya Ardija,0,1,1,1,3.05,2.8,2.3,UST
J League Div 2,FC Yokohama , Mito Hollyhock,0,2,3,2,2.2,3.2,2.95,UST
J League Div 2,Z Kanazawa , JEF Utd Chiba,0,1,0,1,2.65,2.6,2.75,ALT
J League Div 2,Machida Zelvia , Fagiano Okayama,1,0,3,1,2.3,2.55,3.4,UST
K League,Incheon , Sangmu,1,0,1,0,3.1,2.8,2.25,ALT
J League Div 2,Blaublitz Akita , Albirex Niigata,0,0,1,0,4.1,2.95,1.85,ALT
US Soccer League,Portland T , Austin FC,0,0,1,0,1.97,3.6,3.05,ALT
Mexican League,Guadalajara , Club America,0,0,0,0,2.45,2.8,2.8,ALT
US Soccer League,Colorado Rapids , Sporting KC,1,0,2,0,1.7,3.4,4.1,UST
US Soccer League,FC Dallas , Nashville SC,0,0,2,0,2.35,2.85,2.85,ALT
Mexican League,Cruz Azul , UNAM Mexico,1,1,2,1,2.15,3.05,3.05,UST
US Soccer League,Philadelphia U , San Jose Quakes,1,0,2,0,1.48,3.8,5.5,UST
US Soccer League,NE Revolution , Real Salt Lake,1,0,2,3,1.67,3.6,4.0,UST
US Soccer League,Orlando City , FC Cincinnati,1,1,1,2,1.5,3.8,5.2,UST
US Soccer League,DC United , Chicago Fire,0,1,0,2,2.1,3.1,3.1,UST
US Soccer League,Houston Dynamo , Vancouver W,1,1,2,1,1.63,3.5,4.5,UST
Chilean League,Union La Calera , Huachipato,0,0,1,0,2.4,3.0,2.7,ALT
Mexican League,Club Leon , Tigres UANL,0,2,0,3,2.45,3.05,2.6,UST
Chilean League,Univ Catolica , Everton VDM,0,0,0,1,1.87,3.2,3.6,ALT
US Soccer League,Seattle Sndrs , LA Galaxy,2,1,3,2,1.82,3.3,3.6,UST
Spanish League,Getafe , Valencia,0,0,0,0,2.05,2.7,3.7,ALT
Dutch League,Waalwijk , Heerenveen,0,0,0,0,2.35,3.1,2.65,ALT
French League,Troyes , Nantes,1,0,1,0,2.8,2.95,2.35,ALT
Italian League,Milan , Empoli,1,0,1,0,1.3,4.8,7.5,ALT
US Soccer League,Columbus Crew , Toronto FC,0,1,2,1,1.35,4.5,7.0,UST
US Soccer League,Inter Miami , Los Angeles FC,0,1,0,2,3.2,3.3,1.95,UST
US Soccer League,NY City FC , Montreal Impact,2,0,4,1,1.37,4.3,6.5,UST
Dutch League,Groningen , Nijmegen,2,3,4,3,1.9,3.2,3.5,UST
English Premier,Manchester Utd , Tottenham,2,1,3,2,2.05,3.4,2.95,UST
German League,Monchengladbach , Hertha Berlin,1,0,2,0,1.45,4.1,5.2,UST
Spanish League,Villarreal , Celta de Vigo,0,0,1,0,1.55,3.7,4.8,ALT
Italian League,Sampdoria , Juventus,0,2,1,3,4.4,3.5,1.65,UST
French League,Montpellier , Nice,0,0,0,0,3.2,3.1,2.05,ALT
Dutch League,Sparta Rotterdam , Go Ahead Eagles,0,0,1,0,1.9,3.1,3.8,ALT
Spanish League,Granada , Elche,0,1,0,1,2.25,2.85,3.05,ALT
English Premier,Brentford , Burnley,0,0,2,0,1.97,3.05,3.5,ALT
English League Champ,Peterborough , Stoke City,1,1,2,2,3.3,3.0,2.05,UST
English League Champ,Blackpool , Swansea,1,0,1,0,2.2,3.05,2.95,ALT
English League Champ,Coventry , Sheffield Utd,1,1,4,1,2.5,2.95,2.6,UST
English League Champ,Nottingham , Reading,1,0,4,0,1.48,3.8,5.5,UST
English League Champ,Cardiff , Preston,0,0,0,0,2.3,2.8,3.0,ALT
English League Champ,Millwall , Middlesbrough,0,0,0,0,2.7,2.95,2.4,ALT
English League Champ,Birmingham , Hull City,0,0,0,0,2.15,2.95,3.1,ALT
English League Champ,Bournemouth , Derby,1,0,2,0,1.55,3.6,5.0,UST
English League Champ,Blackburn , Bristol City,0,0,0,1,1.63,3.4,4.7,ALT
English League One (Account Only),MK Dons , Wigan,0,0,1,1,2.35,2.8,2.95,ALT
English League One (Account Only),Wycombe , Rotherham,0,0,0,0,2.8,3.0,2.3,ALT
English League One (Account Only),Ipswich , Portsmouth,0,0,0,0,1.95,3.05,3.6,ALT
English League One (Account Only),Bolton , Plymouth,0,1,0,1,1.97,3.2,3.3,ALT
English League One (Account Only),Shrewsbury , Oxford United,0,1,1,2,2.75,3.0,2.35,UST
English League One (Account Only),AFC Wimbledon , Lincoln City,0,1,0,2,2.7,3.0,2.4,UST
English League One (Account Only),Doncaster , Gillingham,0,1,0,1,2.8,2.8,2.45,ALT
English League One (Account Only),Burton Albion , Fleetwood,0,1,3,2,1.8,3.3,3.8,UST
English League One (Account Only),Sunderland , Crewe Alexandra,0,0,2,0,1.3,4.7,8.0,ALT
English League One (Account Only),Morecambe , Cheltenham,0,1,1,3,2.6,2.95,2.5,UST
English League One (Account Only),Accrington , Charlton,2,1,2,1,2.2,3.0,3.0,UST
English League One (Account Only),Sheffield Wed , Cambridge,4,0,6,0,1.37,4.2,7.0,UST
Chilean League,Coquimbo Unido , Nublense,0,0,0,1,2.4,2.95,2.7,ALT
German League,Freiburg , Wolfsburg,2,0,3,2,1.95,3.2,3.4,UST
German League,Union Berlin , Stuttgart,1,0,1,1,2.0,3.05,3.4,UST
German League,Hoffenheim , Bayern Munich,1,1,1,1,5.2,5.0,1.37,UST
Italian League,Salernitana , Sassuolo,1,2,2,2,3.4,3.6,1.82,UST
Italian League,Spezia , Cagliari,0,0,2,0,2.65,2.9,2.5,ALT
Indian S League,Hyderabad , ATK Mohun Bagan,1,1,3,1,2.85,2.85,2.35,UST
Norwegian Cup,Kongsvinger , Viking FK,0,1,0,2,7.0,4.4,1.35,UST
Norwegian Cup,Raufoss , Stromsgodset,0,0,0,0,2.75,3.5,2.1,ALT
Norwegian Cup,KFUM Kameratene , SK Brann,0,0,1,0,3.6,3.5,1.8,ALT
Norwegian Cup,Sandnes Ulf , IK Start,2,0,2,0,2.55,3.3,2.35,UST
Spanish League,Levante , Espanyol,0,0,1,1,2.15,3.1,3.0,ALT
English Premier,Brighton , Liverpool,0,1,0,2,7.0,4.4,1.35,UST
English League Champ,Barnsley , Fulham,1,0,1,1,6.5,4.1,1.4,UST
Swedish Cup,Kalmar , Djurgarden,0,2,0,2,2.7,2.85,2.5,UST
S.League,Young Lions , Albirex,0,2,0,5,10.0,5.2,1.2,UST
S.League,Bal Khalsa , Tanjong Pagar,3,2,3,5,3.4,3.6,1.82,UST
A League,Macarthur , Western Sydney,1,0,3,1,2.9,3.3,2.1,UST
A League,Perth Glory , Sydney FC,0,1,0,2,3.3,3.2,1.97,UST
J League,Kawasaki F , Nagoya Grampus,1,0,1,0,1.77,3.3,3.9,ALT
K League,Suwon , Pohang,0,0,1,1,3.2,2.85,2.15,ALT
J League,Kashiwa Reysol , Avispa Fukuoka,1,0,1,0,2.2,2.8,3.2,ALT
A League,Brisbane Roar , Wellington,1,0,2,1,2.35,3.5,2.4,UST
A League,Western United , Melbourne City,2,1,2,2,3.8,3.5,1.75,UST
J League,FC Tokyo , S Hiroshima,0,0,2,1,2.3,2.8,3.0,UST
J League,Shonan Bellmare , Kyoto Sanga,0,0,1,1,2.35,2.75,3.0,ALT
J League,C Sapporo , Yokohama FM,0,0,1,1,2.35,3.5,2.45,ALT
J League,Jubilo Iwata , Gamba Osaka,1,0,1,1,2.0,3.2,3.2,UST
J League,Shimizu S Pulse , Cerezo Osaka,0,1,1,3,2.85,3.1,2.25,UST
J League Div 2,Tokushima V , Roasso Kumamoto,1,1,2,2,1.82,3.0,4.1,UST
J League Div 2,Varen Nagasaki , Oita Trinita,2,1,4,1,1.9,3.1,3.9,UST
J League Div 2,Ventforet Kofu , M Yamagata,0,1,1,1,2.4,2.9,2.8,UST
J League Div 2,R Yamaguchi , FC Ryukyu,1,1,2,3,2.3,2.9,2.9,UST
K League,Jeju , Jeonbuk,1,0,2,0,2.45,3.05,2.6,UST
J League Div 2,Vegalta Sendai , Grulla Morioka,1,0,3,0,1.77,3.1,4.2,UST
Mexican League,Monterrey , Mazatlan,2,0,2,1,1.42,3.9,6.0,UST
Mexican League,Juarez , Club Atlas,0,1,1,2,3.8,2.75,2.0,UST
Mexican League,Necaxa , Queretaro,1,0,1,0,2.2,2.8,3.2,ALT
Chilean League,La Serena , Cobresal,1,1,2,3,2.35,3.1,2.65,UST
Spanish League,Atletico Madrid , Cadiz,1,1,2,1,1.3,4.4,8.5,UST
English League Champ,West Bromwich , Huddersfield,0,1,2,2,1.95,3.1,3.7,UST
French League,Lille , St Etienne,0,0,0,0,1.65,3.4,4.5,ALT
Dutch League,Cambuur , Ajax,0,2,2,3,12.0,8.5,1.1,UST
Dutch League (Live),Cambuur , Ajax (Live),0,2,2,3,15.0,9.5,1.09,UST
Indian S League,Jamshedpur , Kerala Blasters,0,1,0,1,1.87,3.3,3.6,ALT
S.League,Hougang , Geylang,0,1,3,2,2.0,3.6,2.85,UST
J League,Vissel Kobe , Kashima Antlers,0,1,0,2,3.6,3.4,1.85,UST
K League,Ulsan , Seoul,0,1,2,1,1.77,3.4,4.0,UST
K League,Daegu , Seongnam,1,1,3,1,1.97,3.0,3.5,UST
UE Europe,Braga , Monaco,1,0,2,0,2.95,3.05,2.2,UST
UE Europe,Atalanta , Leverkusen,2,1,3,2,2.03,3.3,3.05,UST
UE Europe,Barcelona , Galatasaray,0,0,0,0,1.1,7.5,15.0,ALT
UE Europe,Glasgow Rangers , Crvena Zvezda,2,0,3,0,1.8,3.2,3.9,UST
English Premier,Leeds , Aston Villa,0,1,0,3,3.0,3.4,2.0,UST
English Premier,Norwich , Chelsea,0,2,1,3,8.5,4.8,1.27,UST
English Premier,Wolverhampton , Watford,3,0,4,0,1.82,3.2,3.8,UST
English Premier,Southampton , Newcastle,1,1,1,2,1.9,3.3,3.5,UST
UE Europe,Sevilla , West Ham,0,0,1,0,1.87,3.2,3.6,ALT
UE Champions,Manchester City , Sporting,0,0,0,0,1.2,5.8,9.5,ALT
UE Champions,Real Madrid , Paris SG,0,1,3,1,2.4,3.4,2.45,UST
UE Europe,Porto , Lyon,0,0,0,1,1.87,3.4,3.5,ALT
UE Europe,Real Betis , E Frankfurt,1,2,1,2,2.0,3.3,3.2,UST
M League,Kedah , Kuala Lumpur,1,1,3,2,1.65,3.6,4.2,UST
M League,Darul Takzim FC , Sarawak United,2,0,6,0,1.15,6.0,12.0,UST
M League,Sabah , Petaling Jaya,2,1,3,1,1.77,3.3,3.9,UST
J League Div 2,Oita Trinita , Mito Hollyhock,1,1,1,1,1.95,3.1,3.5,UST
A League,Wellington , Newcastle Jets,2,1,3,2,2.2,3.6,2.65,UST
A League,Melbourne City , Macarthur,2,1,3,1,1.37,4.4,6.5,UST
A League,Central Coast , Melbourne Vict,0,1,1,1,2.55,3.3,2.35,UST
UE Champions,Bayern Munich , Salzburg,4,0,7,1,1.15,7.0,10.0,UST
UE Champions,Liverpool , Inter,0,0,0,1,1.42,4.4,5.5,ALT
English League One (Account Only),Bolton , Morecambe,0,1,1,1,1.53,3.8,5.0,UST
English League Champ,Blackburn , Millwall,0,0,0,0,1.97,2.9,3.8,ALT
English League Champ,Sheffield Utd , Middlesbrough,2,0,4,1,1.97,3.1,3.4,UST
English League Champ,Coventry , Luton,0,1,0,1,1.97,3.1,3.4,ALT
English League Champ,Swansea , Fulham,0,0,1,5,4.7,3.6,1.58,UST
English League Champ,Barnsley , Stoke City,0,0,1,1,2.7,2.8,2.55,ALT
