League,Home_Team,Away_Team,Home_FH,Away_FH,Home_Result,Away_Result,Odds_Home,Odds_Draw,Odds_Away,Alt-Ust
English League Champ,Bournemouth , Peterborough,0,1,1,1,1.23,5.2,9.0,UST
English League One (Account Only),Plymouth , AFC Wimbledon,1,0,2,0,1.6,3.7,4.4,UST
English League One (Account Only),Crewe Alexandra , Portsmouth,0,2,1,3,4.5,3.6,1.6,UST
English League One (Account Only),Ipswich , Lincoln City,2,0,2,0,1.53,3.7,5.2,UST
English League One (Account Only),Sunderland , Fleetwood,0,1,3,1,1.45,3.9,6.0,UST
English League One (Account Only),MK Dons , Cheltenham,2,0,3,1,1.8,3.2,4.1,UST
M League,Penang , Malacca,1,1,1,1,1.82,3.5,3.5,UST
Asian Champ,Sydney FC , Kaya,1,0,5,0,1.09,8.0,13.0,UST
Spanish League,Athletic Bilbao , Levante,0,0,3,1,1.45,3.7,6.0,UST
English Premier,Tottenham , Everton,3,0,5,0,1.63,3.4,4.7,UST
English Cup,Nottingham , Huddersfield,2,1,2,1,1.85,3.2,3.7,UST
Swedish Cup,AIK Stockholm , Orebro,1,0,1,1,1.15,6.5,11.0,UST
Indian S League,ATK Mohun Bagan , Jamshedpur,0,0,0,1,2.85,3.1,2.2,ALT
US Soccer League,Los Angeles FC , Portland T,0,1,1,1,1.5,4.3,4.4,UST
Chilean League,Cobresal , Univ Catolica,2,1,3,1,2.55,3.1,2.45,UST
US Soccer League,Austin FC , Inter Miami,2,0,5,1,1.58,3.7,4.5,UST
Chilean League,O'Higgins , Audax Italiano,0,1,2,2,2.03,3.05,3.3,UST
Spanish League,Real Betis , Atletico Madrid,1,1,1,3,3.3,2.95,2.1,UST
Italian League,Napoli , Milan,0,0,0,1,2.05,2.95,3.4,ALT
French League,Marseille , Monaco,0,0,0,1,2.4,3.05,2.65,ALT
Dutch League,Fortuna Sittard , Zwolle,0,0,0,1,2.6,3.05,2.45,ALT
Spanish League,Celta de Vigo , Mallorca,2,1,4,3,1.9,3.05,3.8,UST
Italian League,Juventus , Spezia,1,0,1,0,1.23,5.2,9.5,ALT
German League,Cologne , Hoffenheim,0,0,0,1,2.65,3.4,2.2,ALT
English Premier,Manchester City , Manchester Utd,2,1,4,1,1.48,4.5,4.7,UST
Swedish Cup,Kalmar , Sirius,0,0,2,0,2.35,3.05,2.7,ALT
French League,Lille , Clermont,1,0,4,0,1.65,3.3,4.8,UST
Dutch League,Ajax , Waalwijk,2,0,3,2,1.01,11.0,23.0,UST
Dutch League,Nijmegen , Alkmaar,1,1,1,3,5.2,3.7,1.53,UST
Spanish League,Elche , Barcelona,1,0,1,2,7.5,4.5,1.3,UST
Chilean League,Colo Colo , Univ de Chile,3,0,4,1,1.33,4.4,7.5,UST
English Premier,Watford , Arsenal,1,2,2,3,5.8,4.1,1.42,UST
French League,Rennes , Angers SCO,1,0,2,0,1.35,4.3,7.5,UST
Italian League,Venezia , Sassuolo,1,3,1,4,3.0,3.5,1.97,UST
Italian League,Fiorentina , Verona,1,1,1,1,1.95,3.2,3.4,UST
Italian League,Bologna , Torino,0,0,0,0,2.7,2.85,2.5,ALT
French League,Reims , Strasbourg,0,0,1,1,3.5,2.75,2.15,ALT
French League,Nantes , Montpellier,0,0,2,0,1.9,3.1,3.8,ALT
French League,Bordeaux , Troyes,0,1,0,2,1.97,3.1,3.4,UST
Indian S League,FC Goa , Kerala Blasters,0,2,4,4,2.3,3.2,2.65,UST
Dutch League,Twente Enschede , Cambuur,0,0,1,0,1.42,4.1,6.0,ALT
Spanish League,Cadiz , Vallecano,0,0,2,0,2.35,2.8,2.95,ALT
French League,St Etienne , Metz,0,0,1,0,1.82,3.0,4.2,ALT
Swedish Cup,Hammarby , BK Hacken,2,0,4,0,1.9,3.6,3.1,UST
Italian League,Genoa , Empoli,0,0,0,0,2.45,3.05,2.6,ALT
Dutch League,PSV , Heracles,1,0,3,1,1.15,6.5,11.0,UST
S.League,Tanjong Pagar , Hougang,0,0,2,2,2.8,3.7,2.0,UST
A League,Perth Glory , Adelaide,0,1,1,2,2.6,3.1,2.4,UST
K League,Jeju , Suwon City,0,0,0,0,1.8,3.1,4.1,ALT
K League,Jeonbuk , Ulsan,0,1,0,1,3.0,2.9,2.25,ALT
J League,Cerezo Osaka , FC Tokyo,0,1,0,1,2.65,2.95,2.45,ALT
J League,S Hiroshima , Vissel Kobe,0,1,1,1,2.1,2.95,3.2,UST
A League,Wellington , Melbourne City,0,0,0,0,3.6,3.5,1.77,ALT
J League,Gamba Osaka , Kawasaki F,1,0,2,2,4.2,3.6,1.65,UST
J League,Kashima Antlers , Kashiwa Reysol,0,0,1,0,1.72,3.4,4.0,ALT
J League,Urawa Reds , Shonan Bellmare,1,0,2,0,2.05,2.8,3.6,UST
J League Div 2,Oita Trinita , FC Yokohama,1,1,1,2,2.35,2.75,3.0,UST
J League Div 2,Mito Hollyhock , Blaublitz Akita,0,0,0,1,2.0,2.85,3.7,ALT
J League Div 2,Tokushima V , Tokyo Verdy,1,1,1,1,2.2,2.85,3.1,UST
J League Div 2,Vegalta Sendai , Thespa Kusatsu,0,0,0,0,1.92,2.95,3.8,ALT
J League Div 2,Z Kanazawa , Machida Zelvia,1,0,1,2,3.3,2.8,2.15,UST
J League Div 2,JEF Utd Chiba , M Yamagata,0,0,0,0,2.6,2.75,2.65,ALT
J League,Nagoya Grampus , Sagan Tosu,1,1,1,1,2.25,2.75,3.2,UST
J League,Yokohama FM , Shimizu S Pulse,2,0,2,0,1.75,3.5,3.7,UST
J League,Avispa Fukuoka , C Sapporo,0,0,0,0,2.9,3.0,2.25,ALT
K League,Sangmu , Seoul,0,0,2,0,2.6,2.95,2.5,ALT
Mexican League,Cruz Azul , Puebla,1,2,1,3,2.15,2.8,3.3,UST
Mexican League,Guadalajara , Santos Laguna,0,0,1,0,2.3,2.95,2.85,ALT
Mexican League,Monterrey , Club America,1,1,2,1,1.72,3.2,4.3,UST
US Soccer League,Charlotte FC , LA Galaxy,0,0,0,1,2.6,3.3,2.3,ALT
Chilean League,Everton VDM , Curico Unido,1,1,1,1,2.05,3.0,3.3,UST
US Soccer League,Vancouver W , NY City FC,0,0,0,0,3.4,3.2,1.95,ALT
US Soccer League,Real Salt Lake , Seattle Sndrs,0,0,1,0,2.15,2.9,3.2,ALT
US Soccer League,Chicago Fire , Orlando City,0,0,0,0,1.87,3.3,3.5,ALT
US Soccer League,Colorado Rapids , Atlanta Utd,1,0,3,0,1.77,3.3,3.9,UST
US Soccer League,Minnesota Utd , Nashville SC,0,1,1,1,2.6,2.9,2.55,UST
US Soccer League,FC Cincinnati , DC United,0,0,0,1,2.9,3.2,2.15,ALT
Mexican League,Queretaro , Club Atlas,0,0,0,0,2.8,2.65,2.55,ALT
US Soccer League,San Jose Quakes , Columbus Crew,1,1,3,3,2.55,3.2,2.4,UST
US Soccer League,Montreal Impact , Philadelphia U,1,0,1,2,2.35,2.95,2.8,UST
Chilean League,Union Espanola , Huachipato,0,0,1,0,2.05,3.2,3.1,ALT
US Soccer League,Sporting KC , Houston Dynamo,0,0,1,0,1.87,3.3,3.5,ALT
French League,Nice , Paris SG,0,0,1,0,4.2,3.7,1.63,ALT
Spanish League,Real Madrid , Sociedad,2,1,4,1,1.45,4.0,5.5,UST
Dutch League,Feyenoord , Groningen,0,1,1,1,1.17,6.0,9.5,UST
Italian League,Cagliari , Lazio,0,2,0,3,3.4,3.2,1.95,UST
US Soccer League,Toronto FC , NY Red Bulls,1,4,1,4,2.45,3.0,2.6,UST
US Soccer League,NE Revolution , FC Dallas,1,0,1,0,1.5,4.0,4.8,ALT
Dutch League,Go Ahead Eagles , Utrecht,1,0,1,1,3.7,3.5,1.77,UST
German League,Stuttgart , Monchengladbach,1,2,3,2,2.6,3.2,2.35,UST
Spanish League,Valencia , Granada,0,0,3,1,1.82,3.3,3.7,UST
English Premier,Liverpool , West Ham,1,0,1,0,1.2,6.0,10.0,ALT
Italian League,Roma , Atalanta,1,0,1,0,2.4,3.1,2.6,ALT
French League,Lens , Brest,0,0,0,1,1.48,3.8,5.5,ALT
Indian S League,Hyderabad , Mumbai City,2,0,2,1,2.8,3.3,2.15,UST
Dutch League,Willem II , Heerenveen,0,0,0,0,2.55,3.0,2.5,ALT
Spanish League,Espanyol , Getafe,2,0,2,0,2.05,2.85,3.5,UST
English League Champ,Hull City , West Bromwich,0,1,0,2,3.5,3.05,1.95,UST
English League Champ,Reading , Millwall,0,1,0,1,2.8,2.95,2.35,ALT
English League Champ,Middlesbrough , Luton,1,0,2,1,1.67,3.2,4.5,UST
English League Champ,Swansea , Coventry,2,0,3,1,2.5,2.85,2.7,UST
English League Champ,QPR , Cardiff,1,0,1,2,2.0,3.05,3.4,UST
English League Champ,Preston , Bournemouth,0,0,2,1,2.9,3.0,2.25,UST
English League Champ,Stoke City , Blackpool,0,0,0,1,2.03,3.1,3.4,ALT
English League Champ,Bristol City , Birmingham,0,2,1,2,1.97,3.2,3.3,UST
English League Champ,Derby , Barnsley,1,0,2,0,1.97,2.9,3.7,UST
English Premier,Norwich , Brentford,0,1,1,3,2.8,2.95,2.35,UST
English Premier,Newcastle , Brighton,2,0,2,1,2.35,2.95,2.75,UST
English Premier,Wolverhampton , Crystal Palace,0,2,0,2,2.25,2.8,3.1,UST
English Premier,Aston Villa , Southampton,2,0,4,0,2.1,3.3,2.9,UST
English Premier,Burnley , Chelsea,0,0,0,4,6.5,3.7,1.45,UST
English League One (Account Only),Wigan , AFC Wimbledon,1,0,1,0,1.48,3.8,6.0,ALT
English League One (Account Only),Portsmouth , Accrington,2,0,4,0,1.82,3.3,3.7,UST
English League One (Account Only),Rotherham , MK Dons,1,0,1,2,1.87,3.3,3.5,UST
English League One (Account Only),Crewe Alexandra , Wycombe,0,1,1,3,3.8,3.4,1.77,UST
English League One (Account Only),Cheltenham , Doncaster,2,0,4,0,1.5,3.8,5.2,UST
English League One (Account Only),Oxford United , Burton Albion,4,1,4,1,1.55,3.9,4.5,UST
English League One (Account Only),Charlton , Sunderland,0,0,0,0,2.8,3.05,2.3,ALT
English League One (Account Only),Cambridge , Shrewsbury,0,0,0,0,2.5,2.8,2.75,ALT
English League One (Account Only),Lincoln City , Sheffield Wed,1,1,3,1,3.3,3.2,1.97,UST
English League One (Account Only),Fleetwood , Ipswich,0,0,0,2,3.8,3.1,1.85,ALT
English League One (Account Only),Gillingham , Bolton,0,1,0,3,3.5,3.1,1.95,UST
English League One (Account Only),Plymouth , Morecambe,2,0,2,0,1.63,3.7,4.2,UST
Chilean League,Coquimbo Unido , Antofagasta,3,0,3,2,2.25,2.95,2.95,UST
German League,Wolfsburg , Union Berlin,1,0,1,0,2.1,2.95,3.2,ALT
German League,Bayern Munich , Leverkusen,1,1,1,1,1.3,5.2,7.0,UST
German League,Bochum , Greuther Furth,1,0,2,1,1.67,3.5,4.1,UST
German League,RB Leipzig , Freiburg,0,1,1,1,1.48,3.8,5.5,UST
German League,Hertha Berlin , E Frankfurt,0,1,1,4,3.05,3.3,2.03,UST
Italian League,Udinese , Sampdoria,2,1,2,1,1.72,3.4,4.1,UST
Indian S League,East Bengal , Bengaluru,0,1,0,1,5.0,4.0,1.5,ALT
Spanish League,Osasuna , Villarreal,0,0,1,0,3.2,3.2,2.1,ALT
M League,Petaling Jaya , Malacca,1,0,1,0,3.0,3.2,2.1,ALT
English League Champ,Fulham , Blackburn,2,0,2,0,1.48,3.9,5.2,UST
English Premier,Leicester , Leeds,0,0,1,0,1.87,3.5,3.4,ALT
Swedish Cup,Djurgarden , Halmstads,0,0,1,1,1.28,5.0,8.0,ALT
K League,Incheon , Pohang,0,1,0,1,3.1,2.8,2.25,ALT
S.League,Albirex , Bal Khalsa,1,0,6,0,1.4,4.5,5.5,UST
A League,Western Sydney , Sydney FC,1,0,2,0,3.2,3.1,2.05,UST
K League,Gangwon , Daegu,0,0,2,0,2.75,2.9,2.4,ALT
J League Div 2,FC Ryukyu , Grulla Morioka,1,0,1,2,1.97,3.0,3.5,UST
A League,Central Coast , Brisbane Roar,0,0,2,1,2.0,3.4,3.1,UST
J League,Kyoto Sanga , Jubilo Iwata,0,1,1,4,2.05,3.1,3.2,UST
J League Div 2,Tochigi SC , Fagiano Okayama,0,0,0,1,3.7,2.65,2.1,ALT
J League Div 2,Varen Nagasaki , Ventforet Kofu,1,1,1,2,2.15,2.85,3.2,UST
K League,Seongnam , Suwon,0,0,2,2,3.4,2.5,2.35,UST
J League Div 2,Albirex Niigata , R Yamaguchi,0,0,1,1,1.77,3.2,4.0,ALT
A League,Western United , Newcastle Jets,1,0,2,1,1.85,3.5,3.5,UST
J League Div 2,Omiya Ardija , Roasso Kumamoto,1,0,1,2,1.95,3.4,3.2,UST
Mexican League,Juarez , Club Leon,0,0,0,1,3.1,2.8,2.25,ALT
Mexican League,Necaxa , Toluca,0,1,0,1,1.85,3.0,4.0,ALT
Chilean League,Nublense , La Serena,2,0,3,1,1.67,3.5,4.2,UST
Chilean League,Palestino Chile , Union La Calera,0,0,0,0,1.75,3.4,3.9,ALT
Spanish League,Alaves , Sevilla,0,0,0,0,4.3,2.9,1.85,ALT
French League,Lorient , Lyon,0,2,1,4,4.2,3.5,1.67,UST
Italian League,Inter , Salernitana,2,0,5,0,1.09,8.0,17.0,UST
English League Champ,Sheffield Utd , Nottingham,0,0,1,1,1.87,3.05,3.8,ALT
English League Champ,Huddersfield , Peterborough,2,0,3,0,1.48,3.8,5.5,UST
German League,Bielefeld , Augsburg,0,0,0,1,2.4,3.05,2.65,ALT
Dutch League,Vitesse Arnhem , Sparta Rotterdam,0,1,1,0,1.55,3.6,5.2,ALT
Indian S League,Jamshedpur , Odisha,2,1,5,1,1.37,4.7,6.0,UST
M League,Darul Takzim FC , Penang,0,0,1,0,1.15,6.5,10.0,ALT
M League,Kuala Lumpur , Selangor,2,2,3,3,2.1,3.2,2.95,UST
M League,Sarawak United , Kedah,0,1,0,1,5.0,3.6,1.55,ALT
S.League,Geylang , L City Sailors,1,0,1,0,7.5,6.5,1.2,ALT
M League,Sabah , Negeri Sembilan,0,0,0,1,1.67,3.4,4.4,ALT
A League,Melbourne Vict , Macarthur,2,0,3,1,1.75,3.8,3.5,UST
English Cup,Everton , Boreham Wood,0,0,2,0,1.13,7.5,9.0,ALT
Spanish Cup,Real Betis , Vallecano,0,0,1,1,1.55,3.9,4.4,ALT
Dutch Cup,Alkmaar , Ajax,0,1,0,2,4.2,3.5,1.65,UST
Indian S League,Chennaiyin , ATK Mohun Bagan,0,1,0,1,6.5,4.8,1.33,ALT
Mexican League,Santos Laguna , UNAM Mexico,1,1,3,2,2.05,3.1,3.2,UST
Mexican League,San Luis , Guadalajara,2,0,2,2,2.55,2.75,2.75,UST
Mexican League,Club Atlas , Pachuca,0,0,0,1,2.75,2.75,2.55,ALT
Mexican League,Tigres UANL , Cruz Azul,2,1,2,2,1.65,3.3,4.8,UST
Spanish Cup,Valencia , Athletic Bilbao,1,0,1,0,2.8,2.85,2.4,ALT
English Cup,Liverpool , Norwich,2,0,2,1,1.15,6.0,11.0,UST
French Cup,Nantes , Monaco,1,1,2,2,3.7,3.1,1.87,UST
Spanish League,Mallorca , Sociedad,0,1,0,2,2.9,2.9,2.3,UST
Italian Cup,Fiorentina , Juventus,0,0,0,1,2.25,2.95,2.95,ALT
German Cup,Bochum , Freiburg,0,0,1,1,3.05,3.05,2.15,ALT
English Cup,Southampton , West Ham,1,0,3,1,3.0,3.1,2.15,UST
English Cup,Luton , Chelsea,2,1,2,3,7.5,4.7,1.28,UST
Dutch Cup,Go Ahead Eagles , PSV,1,1,1,2,6.0,4.1,1.42,UST
German Cup,Hannover , RB Leipzig,0,2,0,4,6.5,4.3,1.37,UST
German Cup,Hamburg , Karlsruhe,0,1,2,2,1.53,3.9,4.8,UST
Indian S League,Kerala Blasters , Mumbai City,2,0,3,1,2.9,3.3,2.1,UST
J League,Yokohama FM , Vissel Kobe,1,0,2,0,2.05,3.3,3.0,UST
K League,Daegu , Sangmu,1,0,1,0,2.45,3.0,2.6,ALT
J League,Kawasaki F , Urawa Reds,0,1,2,1,1.85,3.2,3.8,UST
K League,Jeonbuk , Pohang,0,0,0,1,2.1,2.95,3.2,ALT
J League Cup,Shimizu S Pulse , Tokushima V,0,1,1,1,2.25,2.85,3.0,UST
J League Cup,Jubilo Iwata , Shonan Bellmare,0,1,0,1,2.8,2.95,2.35,ALT
J League Cup,S Hiroshima , Nagoya Grampus,1,0,2,0,2.7,2.65,2.7,UST
J League Cup,Oita Trinita , Gamba Osaka,2,1,2,2,2.45,2.9,2.7,UST
J League Cup,Avispa Fukuoka , FC Tokyo,1,0,1,0,3.8,2.9,1.95,ALT
J League Cup,Kashima Antlers , Cerezo Osaka,0,1,0,1,1.55,3.7,4.8,ALT
J League Cup,Kashiwa Reysol , C Sapporo,2,0,2,3,2.3,3.4,2.55,UST
J League Cup,Kyoto Sanga , Sagan Tosu,1,0,2,1,2.35,3.0,2.75,UST
A League,Melbourne City , Perth Glory,2,1,2,2,1.4,4.5,5.5,UST
Mexican League,Mazatlan , Necaxa,0,0,0,0,2.6,2.9,2.55,ALT
Mexican League,Club Leon , Monterrey,0,0,0,0,2.65,2.95,2.45,ALT
Mexican League,Club America , Queretaro,1,0,1,1,1.75,3.1,4.4,UST
Mexican League,Puebla , Juarez,0,0,1,1,1.65,3.2,4.8,ALT
Mexican League,Toluca , Tijuana,1,1,1,2,2.15,3.1,2.95,UST
Italian Cup,Milan , Inter,0,0,0,0,3.5,3.0,2.0,ALT
English Cup,Middlesbrough , Tottenham,0,0,0,0,4.8,3.8,1.53,ALT
English Premier,Burnley , Leicester,0,0,0,2,2.85,3.2,2.25,ALT
English League Champ,Cardiff , Derby,0,0,1,0,1.95,2.95,3.8,ALT
English League One (Account Only),Wycombe , Cambridge,2,0,3,0,1.65,3.6,4.2,UST
English League One (Account Only),Wigan , Fleetwood,2,0,2,0,1.5,3.6,5.5,UST
English League One (Account Only),Sheffield Wed , Burton Albion,2,1,5,2,1.58,3.6,4.7,UST
English League One (Account Only),Portsmouth , Oxford United,2,1,3,2,2.1,3.2,2.95,UST
English League One (Account Only),Shrewsbury , Rotherham,0,0,0,0,3.4,2.85,2.1,ALT
German Cup,Union Berlin , FC St Pauli,1,1,2,1,1.6,3.7,4.3,UST
English Cup,Crystal Palace , Stoke City,0,0,2,1,1.5,3.9,5.0,UST
English Cup,Peterborough , Manchester City,0,0,0,2,17.0,12.0,1.03,ALT
Indian S League,Hyderabad , Jamshedpur,0,2,0,3,2.6,2.95,2.45,UST
K League,Gangwon , Incheon,0,0,0,1,2.25,2.8,3.1,ALT
K League,Seongnam , Seoul,0,0,0,0,3.8,3.0,1.9,ALT
K League,Suwon , Jeju,0,0,0,1,2.95,2.9,2.3,ALT
K League,Ulsan , Suwon City,1,1,2,1,1.48,3.8,5.5,UST
Chilean League,Univ de Chile , O'Higgins,0,1,0,1,2.2,3.0,2.95,ALT
Chilean League,Curico Unido , Union Espanola,0,0,0,1,2.2,3.2,2.8,ALT
Spanish League,Granada , Cadiz,0,0,0,0,2.15,2.9,3.3,ALT
English League Champ,West Bromwich , Swansea,0,0,0,2,1.58,3.5,5.0,ALT
Italian League,Atalanta , Sampdoria,2,0,4,0,1.33,4.3,8.0,UST
Swedish Cup,Varbergs , Osters IF,0,0,1,0,2.3,3.2,2.8,ALT
Russian League,St Petersburg , Rubin Kazan,0,0,0,0,1.15,6.5,11.0,ALT
Indian S League,East Bengal , NorthEast Utd,0,1,1,1,2.45,3.2,2.5,UST
US Soccer League,Seattle Sndrs , Nashville SC,0,0,0,1,2.03,3.0,3.5,ALT
Mexican League,Cruz Azul , Santos Laguna,0,1,1,2,1.87,3.0,3.9,UST
US Soccer League,Houston Dynamo , Real Salt Lake,0,0,0,0,1.6,3.5,4.8,ALT
US Soccer League,LA Galaxy , NY City FC,0,0,1,0,2.45,3.2,2.5,ALT
Chilean League,Palestino Chile , Univ Catolica,1,1,3,2,2.9,3.2,2.15,UST
Spanish League,Barcelona , Athletic Bilbao,1,0,4,0,1.45,3.9,6.0,UST
US Soccer League,Atlanta Utd , Sporting KC,2,0,3,1,2.0,3.2,3.2,UST
Italian League,Lazio , Napoli,0,0,1,2,2.65,3.05,2.4,UST
French League,Lyon , Lille,0,1,0,1,1.75,3.5,3.8,ALT
Dutch League,Heerenveen , Utrecht,0,0,1,2,3.1,3.3,2.0,UST
US Soccer League,Orlando City , Montreal Impact,0,0,2,0,1.95,3.1,3.6,ALT
Spanish League,Sociedad , Osasuna,0,0,1,0,2.15,2.8,3.2,ALT
Italian League,Spezia , Roma,0,0,0,1,4.0,3.4,1.72,ALT
German League,Augsburg , Dortmund,0,1,1,1,3.6,3.5,1.77,UST
English League Cup,Chelsea , Liverpool,0,0,0,0,3.7,3.05,1.92,ALT
French League,Troyes , Marseille,0,1,1,1,4.0,3.3,1.75,UST
Russian League,Akhmat Grozny , Ufa,0,0,0,0,1.77,3.1,4.2,ALT
Dutch League,Go Ahead Eagles , Ajax,2,0,2,1,12.0,6.0,1.15,UST
Spanish League,Sevilla , Real Betis,2,0,2,1,2.15,2.95,3.1,UST
Chilean League,Huachipato , Colo Colo,0,0,1,0,3.9,3.3,1.77,ALT
German League,Bochum , RB Leipzig,0,0,0,1,4.0,3.6,1.67,ALT
Italian League,Verona , Venezia,0,0,3,1,1.58,3.6,4.8,UST
French League,Metz , Nantes,0,0,0,0,2.8,2.7,2.55,ALT
French League,Brest , Lorient,0,0,0,1,2.1,3.1,3.1,ALT
French League,Angers SCO , Lens,0,0,1,2,2.95,3.1,2.15,UST
French League,Clermont , Bordeaux,1,1,1,1,1.9,3.2,3.6,UST
Swedish Cup,Orebro , Orgryte,1,1,1,3,1.97,3.2,3.3,UST
English Premier,West Ham , Wolverhampton,0,0,1,0,1.85,3.0,4.2,ALT
Indian S League,ATK Mohun Bagan , Bengaluru,1,0,2,0,1.87,3.5,3.3,UST
Dutch League,Sparta Rotterdam , PSV,1,0,1,2,6.0,3.9,1.45,UST
Spanish League,Villarreal , Espanyol,3,0,5,1,1.48,4.0,5.2,UST
French League,Monaco , Reims,0,0,1,2,1.3,4.4,7.5,UST
Swedish Cup,Sirius , Trelleborgs,1,0,2,2,1.45,3.9,5.8,UST
Swedish Cup,Brommapojkarna , Djurgarden,0,3,0,3,6.5,4.0,1.42,UST
Italian League,Torino , Cagliari,0,1,1,2,1.67,3.4,4.3,UST
Dutch League,Vitesse Arnhem , Nijmegen,0,0,4,1,1.72,3.4,4.0,UST
Dutch League,Alkmaar , Feyenoord,2,0,2,1,2.6,2.85,2.6,UST
S.League,L City Sailors , Hougang,1,1,3,1,1.37,4.5,6.5,UST
A League,Perth Glory , Western United,0,1,0,2,3.7,3.3,1.85,UST
K League,Daegu , Jeonbuk,0,0,1,1,3.6,3.2,1.9,ALT
J League,Kashiwa Reysol , Yokohama FM,1,1,3,1,4.0,3.8,1.67,UST
J League Div 2,Thespa Kusatsu , Z Kanazawa,0,0,0,0,3.0,2.7,2.4,ALT
J League Div 2,Mito Hollyhock , Vegalta Sendai,1,1,2,3,2.6,2.95,2.5,UST
J League Div 2,FC Yokohama , Varen Nagasaki,1,0,1,0,2.6,2.9,2.55,ALT
J League Div 2,Fagiano Okayama , Tokushima V,1,1,1,1,2.8,2.7,2.55,UST
J League Div 2,Tokyo Verdy , Tochigi SC,2,0,3,0,2.25,2.8,3.1,UST
J League Div 2,Machida Zelvia , Grulla Morioka,1,0,1,0,1.9,2.9,4.0,ALT
J League Div 2,R Yamaguchi , Blaublitz Akita,0,0,2,0,2.75,2.8,2.5,ALT
K League,Sangmu , Pohang,2,1,3,2,2.35,3.0,2.75,UST
J League Div 2,Ventforet Kofu , Oita Trinita,1,0,1,1,2.25,2.85,3.0,UST
J League Div 2,Roasso Kumamoto , M Yamagata,0,2,0,3,3.0,2.9,2.25,UST
Mexican League,UNAM Mexico , Club America,0,0,0,0,2.65,3.05,2.4,ALT
Mexican League,Guadalajara , Puebla,2,0,2,3,2.2,2.95,3.05,UST
US Soccer League,Portland T , NE Revolution,0,1,2,2,2.3,3.3,2.6,UST
Chilean League,Audax Italiano , Antofagasta,0,2,0,3,2.25,2.95,2.95,UST
Mexican League,Monterrey , San Luis,0,1,0,2,1.45,3.7,6.5,UST
US Soccer League,San Jose Quakes , NY Red Bulls,0,1,1,3,2.5,2.9,2.65,UST
US Soccer League,Austin FC , FC Cincinnati,3,0,5,0,1.6,3.6,4.5,UST
US Soccer League,Inter Miami , Chicago Fire,0,0,0,0,2.5,3.2,2.5,ALT
US Soccer League,DC United , Charlotte FC,2,0,3,0,1.6,3.6,4.5,UST
US Soccer League,FC Dallas , Toronto FC,1,1,1,1,1.87,3.4,3.5,UST
Chilean League,Cobresal , Nublense,1,1,1,1,2.03,3.1,3.2,UST
US Soccer League,Los Angeles FC , Colorado Rapids,2,0,3,0,1.63,3.6,4.3,UST
US Soccer League,Columbus Crew , Vancouver W,2,0,4,0,1.5,3.8,5.2,UST
Spanish League,Atletico Madrid , Celta de Vigo,1,0,2,0,1.67,3.2,4.8,UST
French League,Paris SG , St Etienne,1,1,3,1,1.1,7.5,15.0,UST
Dutch League,Cambuur , Fortuna Sittard,1,1,2,1,1.85,3.4,3.5,UST
Italian League,Sassuolo , Fiorentina,1,0,2,1,2.45,3.4,2.4,UST
US Soccer League,Philadelphia U , Minnesota Utd,1,1,1,1,1.92,3.1,3.6,UST
Dutch League,Groningen , Willem II,1,0,1,0,1.8,3.1,4.0,ALT
German League,E Frankfurt , Bayern Munich,0,0,0,1,5.2,4.5,1.42,ALT
Spanish League,Vallecano , Real Madrid,0,0,0,1,5.2,3.8,1.5,ALT
English Premier,Everton , Manchester City,0,0,0,1,7.0,5.2,1.27,ALT
Italian League,Empoli , Juventus,1,2,2,3,4.3,3.6,1.63,UST
French League,Strasbourg , Nice,0,0,0,0,2.0,3.1,3.4,ALT
Russian League,Spartak , CSKA Moscow,0,0,0,0,2.7,2.95,2.4,ALT
Indian S League,FC Goa , Mumbai City,0,1,0,2,2.35,3.3,2.55,UST
Dutch League,Heracles , Zwolle,1,0,2,0,2.05,3.3,3.1,UST
English Premier,Brighton , Aston Villa,0,1,0,2,2.1,2.95,3.2,UST
Spanish League,Getafe , Alaves,0,1,2,2,1.9,2.8,4.4,UST
English League One (Account Only),Accrington , Wycombe,1,2,3,2,2.4,3.2,2.55,UST
English League One (Account Only),Burton Albion , Shrewsbury,0,1,0,2,2.2,2.95,3.05,UST
English League One (Account Only),Plymouth , Rotherham,0,0,0,1,3.5,3.1,1.95,ALT
English League One (Account Only),Sheffield Wed , Charlton,2,0,2,0,1.65,3.3,4.7,UST
English League One (Account Only),MK Dons , Bolton,1,0,2,0,2.0,3.1,3.3,UST
English League One (Account Only),Wigan , Sunderland,0,2,0,3,1.85,3.05,3.9,UST
English League One (Account Only),Morecambe , Ipswich,0,0,1,1,3.7,3.0,1.92,ALT
English League One (Account Only),Lincoln City , Gillingham,0,0,0,2,1.58,3.6,4.8,ALT
English League One (Account Only),Portsmouth , Fleetwood,1,3,3,3,1.65,3.5,4.4,UST
English League One (Account Only),AFC Wimbledon , Doncaster,1,0,2,2,1.63,3.4,4.7,UST
English League One (Account Only),Cheltenham , Crewe Alexandra,0,1,1,2,1.6,3.7,4.4,UST
English League One (Account Only),Oxford United , Cambridge,1,1,4,2,1.48,4.0,5.2,UST
English Premier,Manchester Utd , Watford,0,0,0,0,1.25,4.8,9.5,ALT
English Premier,Brentford , Newcastle,0,2,0,2,2.4,2.95,2.75,UST
English Premier,Crystal Palace , Burnley,1,0,1,1,1.8,3.1,4.1,UST
English League Champ,Bournemouth , Stoke City,0,1,2,1,1.67,3.4,4.3,UST
